Speaker,Speech,Day,Primetime,Politician,Army
We don't need another Charleston or San Bernardino or Dallas or countless other acts of everyday gun violence that don't make the headlines. 
We don't need our teachers and principals going to work in fear. 
What we need is another mother who's willing to do what's right, whose bravery can live up in equal measure to my mom's. 
What we need is to elect Hillary Clinton as the 45th president of the United States of America, so that no other daughter ever has to say, ''I would give every single day that I have left for just one more day with my mom.",3,,,

Felicia Sanders Polly Sheppard,"Good evening. 
My son's last words were, 'We mean you no harm.' 
Tywanza. My hero. 
Two days later, I forgave the shooter who murdered him. 
Hate destroys those who harbor it. I refused to let hate destroy me. 
Though I have to ask: How was he able to purchase a gun he used to kill so many? 
After that fateful day, Hillary Clinton called on lawmakers to close the Charleston loophole. 
Because of the loophole, even though the shooter had an arrest record, when it didn't surface and three days passed, he could still buy that gun. 
No one should feel what I've seen. No one should feel how we feel, how we've suffered. 
The Bible tells us that if we humble ourselves, pray, and turn from our wicked ways, God will forgive us and heal our land. 
Let us heed God's word and in turn may God heal our nation. 
Amen. To heal, we must forgive. That's what I've learned this past year. 
The shooter in Charleston had hate in his heart. The shooter in Orlando had hate in his heart. And the shooter in Dallas did too. 
So much hate, too much. 
But as scripture says love never fails. So I choose love. 
And in this election, I choose Hillary Clinton. 
Hillary was in South Carolina the day before the shooting, and in the days that followed, she talked about the hatred in our nation, the racism, the injustice. 
She said that we can't hide from these truths. She called on us to name them and own them and then change them. 
Together we can fight for that change. Together we can heal. Together we can love. 
Thank you.",3,,,

Gabby Gifford,"Hello, fellow Democrats! What a crowd! 
I'm honored to be here today. We have important work ahead of us -- work that will determine the future of our country. 
Are you ready? Are you ready? Are you ready? I'm ready. 
In Congress, I learned a powerful lesson -- strong women get things done. 
Hillary is tough. Hillary is courageous. She will fight to make our families safer. 
In the White House, she will stand up to the gun lobby. That's why I'm voting for Hillary. 
Speaking is difficult for me. But come January, I want to say these two words: ''Madam President''! 
Thank you very much!",3,,,

Gavin Newsom,"I'm Gavin Newsom and I'm a proud Democrat from the great state of California. 
I'm proud because today's California is strong and getting stronger. 
It's a jet-propelled engine of job creation, home court for creativity around the word, and we've done it, not just through innovation, but we've done it by inclusion. 
We're pro-immigrant, pro-environment, pro-women, pro-worker and proudly pro gay, lesbian, bisexual, and transgender. 
We aren't the Golden State despite our values; we're the Golden State because of them. 
At our best, we don't tolerate our diversity. At our best we celebrate it. 
Those values of liberty, diversity, and opportunity -- those are fundamentally American values. 
And those values are under attack not just by enemies abroad, but by a GOP that has moved its fear-mongering fringe to center stage. 
What Donald Trump presented last week, it wasn't political discourse; it wasn't even political incorrectness. What Trump presented last week was defeatist and retreatist. 
Never has a speech been so long with so little substance, so little science, so little humanity, humor, or so little hope. 
His hostile takeover of the American dream is built on two fundamental lies -- that America is a dark and desperate place and that he has a kind of plan to make it better. 
Trump strangled the sunny optimism of Ronald Reagan and replaced ''tear down that wall ''with a cynical bigotry of build that wall. 
Contempt for the Constitution, inhumane mass deportation, malice towards different views and different hues -- those are disqualifications from any office, let alone the highest office in the land. 
And Democrats, while it was refreshing to finally see an openly gay man speak at a Republican convention, it doesn't remove the stain of selecting Mike Pence, America's most anti-LGBT governor. 
Pence has supported overt discrimination. He's even advocated for diverting taxpayer dollars to so-called conversion therapy. 
Now, make no mistake, conversion therapy is not about praying away the gay. It's an emotional torture against our most innocent citizens -- our children. Telling them that to live, they must lie -- lie about who they are and lie about who they love. That is fundamentally un-American. 
So, the age old choice, it's never been more clear, we can live our fears or we can live our dreams. 
Hillary Clinton has dedicated her entire life to putting the American dream within reach. 
She believes in diversity over division, the hard work of pluralism over the illusion of differences. 
And as a father of four, I want to say this. I want to say something to all the children who are watching, all the children that are listening at home. 
When you hear people say that you and your family don't matter because of who you are or where you come from or what you look like or who you love, I want you to know one thing -- that the people in this room, the people all across this country, believe that you matter. 
Hillary Clinton believes that you matter. We believe that you belong here. We need you here. We believe that you can be whoever you are and become whatever you want to be. 
And we're going to fight for you. We're going to fight for you not just over the next hundred days, but over the next hundred years because no matter what people tell you, that's what America is all about. That's what makes America great!
Thank you all!",3,,,

GK Butterfield,"I'm Congressman GK Butterfield from North Carolina. 
In my community, you judge a man's heart by his words and deeds. 
Donald J Trump, your words have been hostile. They have been bigoted and insulting. 
You have used every opportunity to talk about your wealth, to denigrate people who don't hold your views even within your own party. 
You are not qualified to serve as president of the United States. 
Instead of putting forth details to address income inequality and opportunity for everyday Americans, you use your celebrity status to paint a picture of gloom and doom. 
You use your status to alienate African-American and other groups, and you would use the office of President to take our great nation in the wrong direction. 
You want to know why your polling numbers are so dismal among African-Americans? I will tell you. We know -- we know you have gotten rich through your business but we also know your wealth has come at the expense of other people. 
We know, we know, we know you have no plan to address issues directly affecting African-American communities, such as gun violence and voting rights, historically black colleges and universities, raising the minimum wage and addressing persistent poverty. 
Democrats want a better future for all of our people, for all of our families. Read our platform and compare it to the Republican platform. 
Give us this chance. Give us this chance by electing Hillary Clinton and Tim Kaine to lead our great country!",3,,,

Hakeem Jeffries,"I'm Hakeem Jeffries from the great state of New York! 
We are here today, standing on the shoulders of giants. Like Shirley Chisholm, Adam Clayton Powell Jr., Barbara Jordan, Charlie Rangel, and so many others who made it possible for a kid like me to serve in the United States Congress. 
In November the American People face a clear choice between the most qualified person ever to seek the presidency and the least qualified person ever to seek the presidency. 
It's a choice between a commander in chief and a bankrupter in chief. 
It's a choice between the Secretary of State and the Secretary of Hate. 
Donald Trump is a bounced check, but Hillary Clinton is money in the bank. 
She believes that America is a better place today because of the presidency of Barack Obama. 
She believes we should provide for the poor, work for working families, make sense for the middle class, and stand up for senior citizens. 
She believes we should innovate in the inner cities, strengthen suburban communities, and revitalize rural America. 
She believes we should increase economic opportunity, end the era or mass incarceration, and eradicate police brutality once and for all. 
And she believes that whether you're black or white, Latino or Asian, Jewish or Muslim, Catholic or Protestant, gay or straight, young or old that in this great country, every single American deserves equal protection under the law. 
And that's why together we're going to elect Hillary Rodham Clinton as the next president of the United States of America. 
God bless you.",3,,,

Harry Reid,"I've spent a lot of time in the Republican Senate, so it's nice to be in a room that respects reason and facts. 
I appreciate the tribute. I really do. I appreciate the tribute. 
But anything I've accomplished in Senate I owe to the great teammates I've had -- my Democratic Senate caucus, Nancy Pelosi in the House, President Barack Obama, Vice President Joe Biden, and I give a never-ending tribute to our next president, Hilary Clinton. 
As a team, we fought for the belief that affordable health care is a right, not a privilege. 
As a team, we fought for the idea that you shouldn't get the bill for Wall Street's bad bets. 
As a team, we fought for the promise that your hard earned Social Security is a sacred trust. 
Donald Trump and Mike Pence want to put insurance companies back in charge of your health. 
Donald Trump and Mike Pence want to let big banks run wild again. 
And Donald Trump and Mike Pence want to gamble with your retirement benefits in the stock market. 
Republicans want to tear down the pillars of middle class security. We won't let that happen. 
And I have never seen anything more craven then Mitch McConnell and what he's done to our democracy. 
His Republican Party decided that the answer to our great American dream is to slander our African-American president, stoke fear of Muslims, sow hatred of Latinos and insult Asians and, of course, wage war against women. 
In other words, the only thing Republicans like Mitch McConnell have accomplished is setting the stage for a hateful con-man – Donald Trump. 
When Trump decided to run for president, he probably said to himself, ''I'm an ego maniac. I don't believe in science, I think women are inferior. Where would I feel at home?'' We know where that is. 
Parents, you're right to worry about your children hearing what comes out of Donald Trump's mouth. Republicans, you should have been careful also because Donald Trump learned it from watching you. 
You know they say, they believe in country first – what a joke! Republicans that won't stand up to Trump believe in one thing and one thing only -- party first. 
And this year, 2016, they've gone even further nominating the poster child of ''me first''.
Trump knew that hateful rhetoric and dangerous policies are the way to win in today's GOP. But that's not how you win in America and that's not how America wins in the world. 
Democrats know we win with an economy that works for everybody, with a strong, smart nation security that values our allies and doesn't invite a cyber-attack on our country. 
And we know winning is the work of a team. 
With Hilary in the White House and a majority in the Senate, Democrats will keep fighting for immigration reform that keeps America true, clean energy that keeps America strong, and a Supreme Court that keeps America just, and background checks for gun buyers and an assault weapons ban that keeps America safe.
Since my boxing days, I've fought my share of fights. 
In my 50 years of fighting for Nevadans, I've also realized a leader is actually a corner man -- a corner man -- someone who stands on your side, who has your back in a fight. 
Middle-class families fighting to give your kids a better life, Democrats stand in your corner. 
Americans fighting for the equality and respect our nation promises you, we're in your corner. 
New Americans risking everything to get here and then fighting to make it here, we're in your corner. 
You're the ones fighting the hardest fights. You're the ones who need leaders in your corner. 
Leaders like my forever friend, Bernie Sanders. Leaders like Catherine Cortez Masto who's going to help Democrats take back the Senate. Leaders who've never back down. 
And oh, do we love Tim Kaine. We really do. 
Leaders who have had your back their whole life, like Hillary Clinton, the most qualified and prepared candidate in the history of America. 
In a few months, I'll be stepping out of the ring one last time. But Democrats will always -- always -- be in your corner. 
So together let's keep fighting -- together -- fighting the good fight. 
Thank you very much!",3,,,

Jamie Dorff,"Thank you. Thank you. 
I will never forget the moment I heard that Patrick's helicopter did not return. In an instant, the life I knew was destroyed. The partner I loved gone. My daughter's father taken away forever. 
I never felt more scared or alone than I did then. 
I wondered what Christmas and birthdays would look like. 
But half a country away, a United States senator was looking out for me and countless others like me. Her name was Hillary Clinton. 
You see, before Hillary Clinton took office, the families of fallen soldiers receive $12,000.00. 
And yet when you need to bury your best friend, when you need to raise a child on your own, when you need to rebuild your life from rubble, $12,000 doesn't go far. 
Hillary understood so she did something about it. 
Without fuss or fanfare, she worked across party lines. She led Congress to increase survivor benefits to $100,000 and it made all the difference in the world. 
Looking back on it, I didn't even realize who was responsible. And when I did learn about Hillary's work, I didn't see her as a Democrat or a Republican; I simply saw a fighter for people like us, for families like mine. 
She stood up for the principle that a family's personal tragedy must not be a financial tragedy as well. 
Today, my daughter is finishing high school. I'm completing my degree in emergency crisis management, committed to serving my country in the best way that I can. And our family is making it, step by step, day by day. 
Hillary Clinton has fought for families like mine each and every day of her career. 
This is a woman who I have never met, whose life could not be any more different than my own but who has stood with my family and me over and over again. 
Hillary has always been with me in bad times and in worse, and that's why I am with her.",3,,,

Jerry Brown,"As we just saw, climate change is unlike any other threat we humans face. 
It's overarching and affects the entire earth and all living things. It's slow, it's relentless, and it's slipping to irreversible tipping points and vast unknowns. 
Combatting climate change -- the existential threat of our time -- will take heroic effort on the part of many people and many nations. 
Make no mistake -- climate change is real. The vast majority of world leaders and climate scientists, like those at NASA and the Department of Defense -- indeed, almost anyone who chooses to think -- believes in the science of climate change and sees the moral imperative to take action. 
But you wouldn't know it by listening to Donald Trump. 
Last week at the Republican Convention for 76 long and painful minutes, Trump conjured up a host of dark threats but never once mentioned the words ''climate change'' or ''global warming''. 
What do you expect? 
Trump represents a party with officials who have banned state employees from even using those words in Florida and who else knows where else. 
Trump says global warming is a hoax. I say Trump is a fraud. 
Trump says there's no drought in California. I say Trump lies. 
So it's not surprising that Trump chose as his running mate a man who denies there's such a thing as evolution. 
Rarely in American history have two parties diverged so profoundly. 
Even the know-nothing, anti-immigrant party of the 1850s did not stray this far into sheer ignorance and dark fantasy as have the Republicans and their leader, Donald Trump. 
Our candidate Hillary Clinton couldn't be more different. 
While Trump talks and talks and talks, Hillary does stuff. She fights for us on the big issues. 
As Secretary of State, she paved the way for the historic Paris climate agreement -- an agreement which 200 nations, including China and India, enthusiastically embraced. 
And Mr. Trump, he says, ''The world be damned. I'm tearing it up.'' 
Hillary's the one who launched the Climate and Clean Air Coalition, a group of nations taking action to reduce black carbon and other super climate pollutants, which cause severe heart and lung damage. 
And for her first day in office, President Hillary Clinton will do what's needed to combat climate change and lead the clean energy revolution. And yes, we do need a revolution, and we're gonna get one. 
We know something about that in California. We have solar, wind, zero emission cars, energy efficiency, and yes, a price on carbon. 
We're proving that even with the toughest climate laws in the country, our economy in California is growing faster than almost any nation in the whole world. 
Mr. Trump and those who live in climate denial say otherwise. They tell us we have to choose between saving the economy and saving the planet. Donald Trump and the climate deniers are dead wrong -- dangerously wrong. 
What America needs today are not deniers but leaders; not division but common purpose; not bombast but bold action. 
That's why we need Hillary and that's why the American people will choose her as the next president of the United States. 
Thank you. Thank you.",3,,,

Joe Biden,"Thank you. Thank you, thank you, thank you. I love you. Ladies and gentlemen, thank you, thank you, thank you. You've- – I love you. Ladies and gentlemen, eight years ago, I stood on a stage in Denver. And I accepted your nomination to be Vice President of the United States. And every single day since then is been the honor of our lives for Jill and me. Everyday, we've been grateful to Barack and Michelle for asking them to join us in this, join them in that incredible journey.

A journey, a journey that can only happen in America.

But we not only have worked together, as it becomes pretty obvious, we've become friends. We're now family.
We're family. Folks, you've all seen over the last eight years, what President Obama means to this country. He's the embodiment – –

He is the embodiment of honor, resolve and character. One of the finest Presidents we have ever had.

That's right.

This is a man of character.

And he's become a brother to Jill and me. And Michelle, I don't where you are kid, but you're incredible. You are incredible.

And I was talking to Barack today, it's no longer who's going to give the best speech, we already know who did that. You were incredible Monday night.

The Delaware delegation as they say in Southern Delaware – –

Barack and I married way up. Way up. Folks, as I stand here tonight, I see so many friends and colleagues, like my buddy Chris Dodd and the Connecticut delegation. So many people are here. I see the faces of those who have placed their belief in Barack and me. So many faces, but one.
This is kind of a bittersweet moment for Jill and me and our family. In 2008, when he was about to deploy to Iraq and again in 2012, our son Beau introduced me to the country and placed my name in nomination.
You got a glimpse, I know I sound like a Dad, but you got a glimpse of what an incredibly fine young man Beau was.

Thank you.

Thank you.

His wife Hallie, and his two kids are here tonight.

But as Ernest Hemingway once wrote, the world breaks everyone, and afterwards many are strong at the broken places. I've been made strong at the broken places, by my love Jill, by my heart, my son Hunter and the love of my life, my Ashley.
And by all of you, and I mean this sincerely, those of you that have been through this, you know I mean what I say. By all of you, you're love, your prayers, your support, but you know what, we talk about, we think about the countless thousands of other people, who suffered so much more than we have, with so much less support.
So much less reason to go on. But they get up, every morning, everyday. They put one foot in front of the other. They keep going. That's the unbreakable spirit of the people of America. That's who we are.

That's who we are. Don't forget it. Like the people in the neighborhood that Jill and I grew up in. She in Willow Grove and mine down in Wilmington, and Claymont. The kid in Claymont with the most courage — always jumped in when you were double teamed or your back was against the wall, who became a cop, because he always wanted to help people. The middle daughter of three daughters, who always made her mother smile, who was a hero to her sisters. Now a major in the United States Marine Corps because Mr. President, I wanted to serve my country.
The teacher, the teachers who Jill knows, and so many of you know, who take money out of their own pockets to buy pencils and notebooks for the students who can't afford them.

Why? Why, because being a teacher is not what they do, it's who they are.
 You know what I know, for real. These are the people who are the heart and soul of this country. It's the America that I know. The America that Hillary knows and Tim Kaine knows. You know, I've known Hillary for well over 30 years, before she was First Lady of the United States, when she became First Lady. We served in the United States Senate. And during her years of Secretary of State, once a week we had breakfast in my home, the Vice President's residence.
Everybody knows, she's smart. Everybody knows, she's tough. But I know what she's passionate about. I know Hillary.

Hillary understands. Hillary gets it. Hillary understands that college loan is about a lot more than getting a qualified student education. It's about saving the mom and dad from the indignity of having to look at their talented child and say sonny, honey, I'm so sorry. The bank wouldn't lend me the money. I can't help you to get to school. I know that about Hillary.
Hillary understood that for years, millions of people went to bed staring at the ceiling, thinking oh my God what if I get breast cancer, or he has a heart attack. I will lose everything, what will we do then? I know about Hillary Clinton.
Ladies and gentlemen, we all understand what it will mean for our daughters and granddaughters, when Hillary Clinton walks into the Oval Office as President of the United States of America. It will change their lives.

My daughters and granddaughters can do anything, any son or grandson can do. And she will prove it Mr. Mayor. So let me say as clearly I can, as I can, if you live in the neighborhoods like the one Jill and I grew up in. If you worry about your job and getting a decent pay, if you worry about your children's education, if you're taken care of an elderly parent. Then there's only one, only one person in this election who will help you.
There's only one person in this race who will be there, who has always been there for you, and that's Hillary Clinton's life story. It's not just who she is, it's her life story. She's always there. She's always been there, and so has Tim Kaine.

Ladies and gentlemen, to state the obvious and I'm not trying to be a wise guy here. I really mean it. That's not Donald Trump's story. Just listen to me a second without booing or cheering. I mean this sincerely, we should really think about this. His cynicism is unbounded.
His lack of empathy and compassion can be summed up in a phrase that I suspect he's most proud of having made famous, you're fired. I mean really, I'm not joking. Think about that. Think about that. Think about everything you learned as a child, no matter where you were raised. How can there be pleasure in saying, you're fired? He's trying to tell us, he cares about the middle class, give me a break. That's a bunch of malarkey.

I tell you.

Folks, whatever, – –

Whatever he thinks, whatever he thinks and I mean this from the bottom of my heart. I know I'm called middle class Joe and in Washington, that's not meant as a compliment. It means you're not sophisticated. But I know why we're strong. I know why we have held together. I know why, we are united. It's because there's always been a growing middle class. This guy doesn't have a clue about the middle class, not a clue.

Because, folks, when the middle class does well, when the middle class does well, the rich do very well and the poor have hope. They have a way up. He has no clue about what makes America great. Actually he has no clue period.

But folks, let me – – you got it.

OK. But folks, let me, let me say, let me say something that has nothing to do with politics. Let me talk about something that I am deadly serious about. This is a complicated and uncertain world we live in. The threats are too great. The times are too uncertain, to elect Donald Trump as President of the United States, now let me finish. No major party, no major party nominee in the history of this nation has ever known less has been less prepared to deal with our national security.

We cannot elect a man who exploits are fears of ISIS and other terrorists. Who has no plan whatsoever to make us safer. A man who embraces the tactics of our enemies, torture, religious intolerance, you all know. All the Republicans know, that's not who we are. It betrays our values. It alienates those who we need in the fight against ISIS. Donald Trump, with all his rhetoric, would literally make us less safe. We cannot elect a man, who belittles are closest allies, why embracing dictators like Vladimir Putin. No, I mean that. A man who seeks to sow division in America for his own gain, and disorder around the world. A man who confuses bluster with strength. We simply cannot let that happen as Americans, period.

Folks – –

I have, no one every doubts I mean what I say. It's just that sometimes they say all that I mean. But folks, let me tell you what I literally tell every world leader I've met with and I've met them all. It's never, never, never been a good bet to bet against America.

We have the finest fighting force in the world. Not only – –

Not only, not only do we have the largest economy in the world, we have the strongest economy in the world. We have the most productive workers in the world. And given a fair shot, given a fair chance, Americans have never, ever, ever, ever, let their country down. Never.

Never. Ordinary people like us who do extraordinary things – –
We've had candidates before attempted to get elected to appealing to our fears, but they never succeeded, because we do not scare easily. We never bow, we never bend, we never break when confronted with crisis. No, we endure, we overcome and we always, always, always move forward.

That's why, that's why I can say with absolute conviction, I am more optimistic about our chances today than when I was elected as a 29 year old kid to the Senate. The 21st century is going to be the American century.

Because we lead by not only by the example of our power, but by the power of our example. That is the history of the journey of America. And God willing, God willing, Hillary Clinton will write the next chapter in that journey. We are America, second to none. And we own the finish line. Don't forget it.
God bless you all and may God protect our troops. Come on. We're America. Thank you.",3,,,

Judy Chu,"I'm Congresswoman Judy Chu from California. And I am proud to be the first Chinese-American woman ever elected to Congress. 
Standing with me are my fellow Asian-American and Pacific Islander or AAPI members of Congress. Many of them, too, are trailblazers in their own right and we are all proud to support Hillary Clinton for president of the United States!
It wasn't too long ago that if you saw an Asian Pacific American walking in the U.S Capitol, you had to stop to do a double take. But how things have changed. 
We now have a record number of AAPI members of Congress and most importantly, we are organizing and making our voices heard. 
We have gone from being marginalized to becoming the margin of victory in key swing states and districts all across our nation. 
America needs a president who will fight for us, someone who rejects the hateful rhetoric that is too often used to divide us and believes that America's diversity is our greatest strength. 
That's why we've got to elect Hillary Clinton as our next president of the United States. 
When it comes to the issues most important to us, Hillary Clinton gets it. 
On immigration reform, she gets it. So many families have been kept apart for decades by an incredibly long family visa backlog. Hillary will fight to clear that backlog so that millions of American families can finally be reunited with their loved ones. 
We're with Hillary because she is committed to comprehensive immigration reform. 
On education, she gets it. So many of our parents and grandparents sacrificed to come to the United States because they wanted their children to get a better education and live the American dream. 
We're with Hillary because she'll make debt free college available for all Americans. 
On voting rights, she gets it. Today, almost 70% of AAPI adults are foreign born. Access to translated and absentee ballots is critical. 
And we're with Hillary because she will work with Congress to restore the Voting Rights Act and ensure fair access to the ballot box. 
On making sure we have a diverse federal government, she gets it. We're with Hillary because she will appoint an administration that looks like America. 
And on safeguarding our civil liberties, she gets it. 
I am so proud to have Congresswoman Doris Matsui and Congressman Mike Honda as members of our caucus. 
During World War II, both Doris and Mike were imprisoned in internment camps for no other reason than their ethnicity. Donald Trump doesn't seem to have a problem with this part of our history. With Hillary Clinton, we know the civil and constitutional rights of all Americans will be protected. 
Tonight, we are also grieving for our dear friend and colleague, Congressmember Mark Takai from Hawaii who passed away last week at the age of 49 after a hard fought battle with pancreatic cancer. Mark truly had the aloha spirit and was deeply committed to advancing the priorities of the people of Hawaii and our veterans. 
I will never forget the tears in his eyes when he learned about the Cancer Moonshot Initiative. It gave him and millions of Americans hope that we will finally find a cure for cancer. In his memory, we've got to keep hoping and fighting. 
Hillary Clinton is the best choice for all Americans to move our country forward. 
Our caucus members reflect a diversity of America and that is why we are proud to stand with her!",3,,,

Leon Panetta,"In this hour, in some very dangerous corners of the world, young Americans are standings guard. Our brave military and intelligence professionals are on the front lines far from home risking their lives for us, for our freedom, for our way of life.
A president, a commander in chief has no greater responsibility -- no greater responsibility -then the decision to send our troops into harm's way.
I have worked alongside nine presidents, Republican and Democrat, all experienced, all believing in the U.S. role in world leadership. 
And I can tell you this that in this election there is only one candidate for president that has the experience, the temperament, and judgment to be commander in chief and that's Hillary Clinton. 
This is no time -- this is no time -- to gamble with our future. 
America faces flash points and threats from around the globe. We need a president who's strong and smart and courageous, who enters the Oval office with the respect of the generals and admirals who lead our military, with the confidence of diplomats who represent America, and with the trust of our troops who know that she will always have their back. 
That president is Hillary Clinton. 
During my time as CIA Director and Secretary of Defense, Hillary was a strong supporter of our efforts to protect our homeland, to decimate Al Queda, and to bring Osama Bin Laden to justice. 
It was a tough decision to go after Bin Laden. 
In long meetings in the White House Situation Room, we debated that fateful decision. 
I presented the intelligence to the President and others laying out the risk of that operation. 
And when the president went around the table to our country's national security leadership, there were concerns. But Hillary was clear -- we have to go after Bin Laden. 
And our special operations forces, God Bless them, did just that, and they sent a clear message to the world that no one attacks the United States of America and gets away with it. 
Hillary is just as determined to defeat those that threaten us today – ISIS, Al Qaeda, Boko Haram, Al Shabaab -- terrorists who pervert the teachings of Islam to kill innocent people going about their daily lives -- people traveling through airports in Brussels and Istanbul, families celebrating on the beach front in France, men and women shopping in a market in Baghdad. And just this week and eight-five year old priest whose throat was slit by terrorists who stormed his church during mass. These murderers must be stopped. 
Hillary Clinton is the only candidate who has laid out a comprehensive plan to defeat and destroy ISIS and keep America safe. 
She is smart. She is principled. She is tough. And she is ready. 
Hillary Clinton is the single most experienced and prepared person who has ever run for president of the United States.
And meanwhile -- meanwhile -- Donald Trump says he gets his foreign policy experience from watching TV and running the Miss Universe Pageant. If only it were funny, but it is deadly serious. 
Donald Trump asks our troops to commit war crimes, endorses torture, spurns our allies from Europe to Asia, suggests that countries have nuclear weapons. And he praises dictators from Saddam Hussein to Vladimir Putin. 
Today, today, only today, only today, let me point out something that just happened today. Donald Trump, today, once again took Russia's side. He asked the Russians to interfere in American politics. 
Think about that. Think about that for a moment. Donald Trump, who wants to be president of the United States, is asking one of our adversaries to engage in hacking or intelligence efforts against the United States of American to affect an election. 
As someone who was responsible for protecting our nation from cyber-attacks, it is inconceivable to me that any presidential candidate would be that irresponsible. 
I say this out of a firm concern for the future of my children and my grandchildren: Donald Trump can not become our commander in chief. 
In an unstable world, in an unstable world, we can not afford unstable leadership. 
We can not afford someone who believes America should withdraw from the world, threatens our international treaties, and violates moral principles. 
We can not afford an erratic finger on our nuclear weapons. 
This is no time to roll the dice and to gamble with America's national security or with the American dream. No time. 
I've lived that American dream. 
My parents were immigrants from Italy. They came through out Ellis Island. They made their way to California. 
They opened a restaurant in Monterey. I can still remember standing on a chair in the back of that restaurant washing glasses. Never could my immigrant parents have dreamed that their son would grow up to be Secretary of Defense of the most powerful military in the world. 
The American dream, the American dream, the American dream, the American dream that we've all been a part of has been defended in every generation by the brave men and women willing to fight and die for America. They are our greatest national treasure, and they deserve a serious commander in chief. 
If we care about them, if we care about our security, if we care about our freedoms, if we care about the American dream, there is only one choice: Hillary Clinton for President of the United States. 
God bless you and God bless our nation.",3,,,

Mark Kelly,"Thank you. Thank you, everyone. 
It is so great to be here in the great city of Philadelphia. 
And I speak to you tonight as the proud son of two New Jersey police officers, as a veteran of 39 combat missions during Operation Desert Storm, and of 25 years in the United States Navy, and as a former NASA astronaut who flew four missions into space. 
You know, my decades as a pilot, military officer, and astronaut gave me a unique perspective on our world. I saw our country at its best. I also saw humanity at its worst. 
From the cockpit of my A6 Intruder, I saw America lead the international coalition that defeated Saddam Hussein. I also saw the devastating effects of war itself. 
From orbit, I saw our planet as a perfect blue marble just floating there on the blackness of space. But I also saw receding glaciers and shrinking rainforests. 
At war and in space, I saw the awesome extent of American power and capability. But it was so frustrating to return home and see how we struggle to address some of our greatest challenges. 
Just as Hillary is prepared to defeat ISIS, advance our values, and protect our freedoms, Hillary is ready to take on one of our country's greatest moral failures here at home, and that is the gun violence that is tearing so many of our communities apart. 
We have to do better, and Hillary knows we can. 
Hillary knows that we can save lives by doing more to keep guns out of the wrong hands. 
And we know that as president she will do what is right for our nation, not what is politically expedient. 
She'll stand up to the Washington gun lobby that works to protect the shameful status quo. 
So if we want to leave our kids and grandkids a country with less gun violence, not more, then we need to make sure that Hillary Clinton is our next president. 
Now, I want to introduce you to somebody who is working to do just that. Someone who has taught me each and every single day to deny the acceptance of failure. Somebody who doesn't give up, and someone who believes like Hillary does that we are all stronger together. My wife -- my wife, the awesome Congresswoman, Gabby Giffords.",3,,,

Martin Omalley,"My fellow Americans, president of the United States is the toughest job in the world. 
And I come here before you as a man who knows Hillary Clinton well. I have worked alongside her and I have competed against her. And I'm here to tell you that Hillary Clinton is as tough as they come. 
She will stand up to ISIS. She will stand up to the Russians. 
And with Tim Kaine at her side, she will never stop fighting for our children and our families because Hillary Clinton knows when our families are strong, America is strong. 
Now Donald Trump -- he's a different story. He will not fight for us. He feeds off of economic fears and failures, stirs up false divisions and ancient hates, turns anger into a political weapon. 
But my friends, anger never fed a hungry child, did it? Anger never protected a family's home or sent a kid to college. Anger never built a great republic. 
I say, to hell with Trump's American nightmare! We believe in the American dream! 
We believe, as Hillary Clinton believes, that no American family who works hard should have to raise their children in poverty. 
Donald Trump, on the other hand, has actually said -- quote -- ''Wages are too high''. Wages are too high? Really, Donald? 
I'll tell you what's too high -- college tuition is too high. I'll tell you what's too high -- the cost of child care, that's too high. The number of American children who live in poverty -- that's too high. Donald Trump's opinion of himself -- that's way too high. 
You see, actually Donald, American wages, in fact, are too low. Our economy isn't money. It is people. It is all of our people. 
And Hillary Clinton and Tim Kaine will fight to make sure that every family who's willing to work hard can actually get ahead again in America. 
On climate change, like you and me -- and in fact, like our children and grandchildren -- Hillary Clinton believes in science. She understands that climate change is not only a real threat, it's also the greatest job creation opportunity to come to the United States in a hundred years. 
Now Donald Trump, on the other hand, does not believe in science. 
He says -- and again I quote -- ''The concept of global warming was created by and for the Chinese''. 
I'll tell you what, if the Chinese were really capable of designing some kind of diabolical farce to hurt America, they wouldn't invent global warming; they'd invent Donald Trump. 
This much we know for sure: Donald Trump has been a bully his whole life. But here's what I learned in elementary school on the playgrounds -- bullies are really just cowards in disguise. 
The America we love does not engage in torture. The America we love does not build walls and shameful for-profit prisons. The America we love does not lock up women and children in disgraceful immigrant detention camps. 
Unlike that immigrant-bashing carnival barker Donald Trump, Hillary Clinton understands the enduring symbol of the United States of America is not the barbwire fence, it is the Statue of Liberty. 
And so my fellow Democrats, anger and fear had their moment last week, but now it is our time. Time to stand up for each other, stand up for our shared promise, stand up for the goodness and the hope in every American heart. 
It's time to put a bully racist in his place and a tough woman in hers -- the White House! 
Hillary Clinton, Tim Kaine, forward together, stronger together! The country we carry in our hearts is waiting!",3,,,

Michael Bloomberg,"Kasim, thank you for that kind introduction. Let me thank all of you for welcoming an outsider here to deliver what will be an unconventional convention speech.

Now, I'm not here as a member of any party, or to endorse any party platform. I am here for one reason, and one reason only: to explain why I believe it is my imperative that we elect Hillary Clinton as the next president of the United States. And to ask you to join with me in supporting her this November.

