Speaker,Speech,Day,Primetime,Politician,Army
Hillary Clinton's answer to Congress about the deaths of these four brave Americans because of her gross failures as Secretary of State was, ''What difference at this point does it make?'' 
What difference does it make? Watch the video yourselves and see the arrogant disregard for American lives lost unnecessarily because of her and then make up your own mind. 
Anyone who-- It means were getting to them. It means we're getting to them. It means we're getting to them. 
Anyone who can say that it makes no difference how or why people serving America are killed, should not be entrusted with the awesome responsibility to protect them and us and should not be allowed to be our commander-in-chief. 
Who would trust Hillary Clinton to protect them? I wouldn't. Would you? 
Donald Trump will change all of that and more. In short, he will lead by leading, not by following. 
You know Donald Trump will secure our borders. His opponent has had her chance to do this and she has failed. Hillary Clinton is for open borders. She is in favor of even taken Syrian refugees even though the Islamic State has told us they're going to put their operatives in with the Syrian refugees. Operatives who are terrorists who are going to come to Western Europe and come here and kill us. They've told us that and she still wants to take in these Syrians. 
We can't afford to repeat the mistakes of the past. 
Hillary Clinton's experience is the basis for her campaign. Hillary Clinton's experience is exactly the reason she should not be president of the United States. 
There's no next election. This is it. There's no more time for us left to revive our great country. No more time to repeat our mistakes of the Clinton-Obama years. 
Washington needs a complete turnaround and Donald Trump is the agent of change and he will be leader of the change we need. 
He will make America once again, like the president I worked for, Ronald Reagan, the shining city on the hill. 
Vote for Donald Trump for a safer America and for an America headed in a different direction -- greatness. 
God bless our next president Donald Trump and God bless the United States of America. ",1,1,,

Melania Trump,"Thank you very much. Thank you. You have all been very kind to Donald and me, to our young son Barron, and to our whole family. It's a very nice welcome and we're excited to be with you at this historic convention. I am so proud of your choice for President of the United States, my husband, Donald J Trump. And I can assure you, he is moved by this great honor. The 2016 Republican primaries were fierce and started with many candidates, 17 to be exact, and I know that Donald agrees with me when I mention how talented all of them are. They deserve respect and gratitude from all of us. However, when it comes to my husband, I will say that I am definitely biased, and for good reason. I have been with Donald for 18 years and I have been aware of his love for this country since we first met. He never had a hidden agenda when it comes to his patriotism, because, like me, he loves this country so much.I was born in Slovenia, a small, beautiful and then communist country in Central Europe. My sister Ines, who is an incredible woman and a friend, and I were raised by my wonderful parents. My elegant and hard-working mother Amalia introduced me to fashion and beauty. My father Viktor instilled in me a passion for business and travel. Their integrity, compassion and intelligence reflect to this day on me and for my love of family and America. From a young age, my parents impressed on me the values that you work hard for what you want in life: that your word is your bond and you do what you say and keep your promise; that you treat people with respect. They taught and showed me values and morals in their daily life. That is a lesson that I continue to pass along to our son, and we need to pass those lessons on to the many generation to follow. I travelled the world while working hard in the incredible arena of fashion.
After living and working in Milan and Paris, I arrived in New York City twenty years ago, and I saw both the joys and the hardships of daily life. On July 28th, 2006, I was very proud to become a citizen of the United States -- the greatest privilege on planet Earth. I cannot, or will not, take the freedoms this country offers for granted. But these freedoms have come with a price so many times. The sacrifices made by our veterans are reminders to us of this. I would like to take this moment to recognize an amazing veteran, the great Senator Bob Dole. And let us thank all of our veterans in the arena today, and those across our great country. We are all truly blessed to be here. That will never change.
I can tell you with certainty that my husband has been concerned about our country for as long as I have known him. With all of my heart, I know that he will make a great and lasting difference. Donald has a deep and unbounding determination and a never-give-up attitude. I have seen him fight for years to get a project done — or even started — and he does not give up! If you want someone to fight for you and your country, I can assure you, he is the 'guy'. He will never, ever, give up. And, most importantly, he will never, ever, let you down. Donald is, and always has been, an amazing leader. Now, he will go to work for you. His achievements speak for themselves, and his performance throughout the primary campaign proved that he knows how to win. He also knows how to remain focused on improving our country — on keeping it safe and secure. He is tough when he has to be but he is also kind and fair and caring. This kindness is not always noted, but it is there for all to see. That is one reason I fell in love with him to begin with. Donald is intensely loyal. To family, friends, employees, country. He has the utmost respect for his parents, Mary and Fred, to his sisters Maryanne and Elizabeth, to his brother Robert and to the memory of his late brother Fred. His children have been cared for and mentored to the extent that even his adversaries admit they are an amazing testament to who he is as a man and a father. There is a great deal of love in the Trump family. That is our bond, and that is our strength.
Yes, Donald thinks big, which is especially important when considering the presidency of the United States. No room for small thinking. No room for small results. Donald gets things done. Our country is underperforming and needs new leadership. Leadership is also what the world needs. Donald wants our country to move forward in the most positive of ways. Everyone wants change. Donald is the only one that can deliver it. We should not be satisfied with stagnation. Donald wants prosperity for allAmericans. We need new programs to help the poor and opportunities to challenge the young. There has to be a plan for growth — only then will fairness result. My husband's experience exemplifies growth and the successful passage of opportunity to the next generation. His success indicates inclusion rather than division. My husband offers a new direction, welcoming change, prosperity and greater cooperation among peoples and nations. Donald intends to represent all the people, not just some of the people. That includes Christians and Jews and Muslims, it includes Hispanics and African-Americans and Asians, and the poor and the middle class. Throughout his career, Donald has successfully worked with people of many faiths and with many nations.
Like no one else, I have seen the talent, the energy, the tenacity, the resourceful mind and the simple goodness of heart that God gave Donald Trump. Now is the time to use those gifts as never before, for purposes far greater than ever before. And he will do this better than anyone else can and it won't even be close. Everything depends on it, for our cause and for our country. People are counting on him — all the millions of you who have touched us so much with your kindness and your confidence. You have turned this unlikely campaign into a movement that is still gaining in strength and number. The primary season, and its toughness, is behind us.
Let's all come together in a national campaign like no other! The race will be hard-fought, all the way to November. There will be good times and hard times and unexpected turns — it would not be a Trump contest without excitement and drama. But through it all, my husband will remain focused on only one thing: this beautiful country, that he loves so much. If I am honored to serve as first lady, I will use that wonderful privilege to try to help people in our country who need it the most. One of the many causes dear to my heart is helping children and women.You judge a society by how it treats its citizens. We must do our best to ensure that every child can live in comfort and security, with the best possible education. As citizens of this great nation, it is kindness, love and compassion for each other that will bring us together — and keep us together. These are the values Donald and I will bring to the White House. My husband is ready to lead this great nation. He is ready to fight, every day, to give our children the better future they deserve. Ladies and gentlemen, Donald J. Trump is ready to serve and lead this country as the next president of the United States. Thank you, God bless you, and God bless America.
",1,1,,

Joni Ernst,"Distinguished delegates, Republicans, and millions of my fellow Americans watching around the country, especially those in Iowa: it's an honor to be with you from Cleveland, and to be on this stage with fellow veterans. Among them are Special Operations Master Sargent Jason Beardsley, and my colleague, Congressman and Navy SEAL Ryan Zinke, who you'll hear from shortly.

I never would have imagined a small town girl like me, from Red Oak would have the opportunity to serve as the first woman elected to federal office from Iowa: however, my parents always said to my brother, sister, and me that if we worked hard, anything was possible.

Growing up, we didn't have much, but what we didn't have in money, my parents, particularly my mom, made up for with tenacity.   

She really encouraged us: you'd never hear her say ''no you can't do this.'' Instead, if something was challenging, she'd say ''Joni, we'll figure out a way. If this is what you want, let's make it happen: we'll figure it out together.''

That's a trait I carry with me today, and it's something I teach my own daughter. In our household, and in the homes of many of those in the military, including those up here tonight, giving up, quitting or accepting failure are not options. 

That resilience is not unique to our house: that ''can do'' attitude has served as the foundation of our country for 240 years. It continues tonight here in Ohio, in Iowa, and all around our great nation.

In between my freshman and sophomore years in college, I went on an agricultural exchange to the Soviet Union. At night, the Ukrainians didn't talk about farming: rather, they wanted to know what it was like to live in a country where they could experience freedom. They wanted to know about our country, a place where anything was possible.

When I came home, I realized it wasn't enough to simply enjoy freedom and liberty: I had to do my part to protect and preserve it. So I joined the military which as those of us up here with me know is a tremendously important institution that defends the freedoms that we Americans cherish. 

I've had the great privilege of serving my state and our country while working alongside some of our nation's finest soldiers. For 14 months I served as a company commander during Operation Iraqi Freedom where my unit was tasked with running convoys through Kuwait and southern Iraq. Last November, after more than 23 years of service, I retired as a Lieutenant Colonel in the Iowa Army National Guard.

As I travel across Iowa and around our great country, I hear from folks who are worried America is no longer leading, but rather following from behind. 

Those concerns are echoed by our allies around the world, and rightfully so.  

The question I hear time and again is ''where is America's leadership?'' There's a void in the world: a deficit that cannot be filled by others. Our country and the world of which we are a part simply cannot afford four more years of this lack of leadership under Hillary Clinton. 

Our allies see us shrinking from our place as a leader in the world as we have failed time and again to address threats. They are looking for American leaders who are willing to stand up and say 'enough is enough.'

Unfortunately, Hillary Clinton cannot be trusted. Her judgment and character are not suited to be sitting in the most powerful office in the world.

She has already failed us too many times before.

Hillary Clinton has failed to stop the expansion of terrorism—her policies in Libya, Afghanistan, Iraq, and Syria have created more safe havens for terrorism. Shockingly, she continues to support a policy that brings captured terrorists into our back yards. All of us up here believe that's unacceptable. 

Hillary Clinton has failed to support our allies—her decision to back the Iran nuclear deal puts in peril our longtime friends and allies in the region, especially Israel. They have continued to threaten to destroy Israel, both directly and indirectly through its terrorist proxies, such as Hezbollah. They remain the top sponsor of terrorism, which endangers not just Israel, but Europe and the United States. 

And look at the pathetic track record she and Obama have in the war on ISIS. This administration has called them junior varsity adversaries, ignoring some of the best advice they were given. They represent a threat that is not limited to the Middle East, and which is spreading rapidly. In fact, according to the FBI, ISIS is present in all 50 states. Think about that for a moment. Terrorists from ISIS are in every one of our 50 states.  They will use whatever weapons they have: guns, trucks, knives, poisons, and bombs to kill innocent people.

Under this current administration's wayward policies, ISIS continues to spread, while the President fails to put forward a comprehensive strategy to defeat and destroy them.

Yet Hillary Clinton has failed to protect our national security in other ways. She jeopardized our safety by deciding our laws don't apply to her, setting up her own private e-mail server, and then lying about how it was used.

Our men and women of the armed services do not fail us: they cannot. The veterans beside me did not fail us: they too are individuals of the highest integrity. Our presidents cannot fail us either: how can we accept Hillary Clinton when she has failed them, failed us, and cannot be trusted? She has proven time and again that she is entirely unfit to serve our nation as Commander-in-Chief.

For too long Americans have felt abandoned, and their warnings unheard. Donald Trump has heard these voices loud and clear. We cannot afford four more years of the same failed policies.

If that is not enough, the Veteran's Administration has been failing those who have served alongside those of us here on stage with me tonight, with scandal after scandal at the highest levels. Inferior care, long wait times, extraordinary inefficiency, and a bureaucracy that has gone wild still continues.

We need a commander-in-chief who will stand up to our enemies and stand up for our veterans. We need a leader who will ensure America remains a strong, stabilizing force around the globe, and who will keep us safe here at home.

Our country cannot take another four years just like the eight we've just had. It is time to stand up and fight for the security of our children, our grandchildren, and ourselves.

With Hillary Clinton it's always about her, when it should be about you. Donald Trump is focused on you. He gave voice to a movement of millions of Americans who are tired of politics as usual, and I know as president he will work tirelessly to keep our nation safe.

Now is the time to make America safe again.

Thank you, and may God bless all of you, the wonderful state of Iowa, our brave men and women in uniform, and these great United States of America.",1,1,,

Ryan Zinke,"Good evening Cleveland and thank you for hosting! What a night! And Montana you're in the house! 
You know, I'm honored to be sharing the stage with Senator Ernst and Jason Beardsley and all these distinguished veterans. What a circle of honor. 
I also proudly represent the great state of Montana and the first SEAL in the House of Representatives. 
Before I was elected to Congress, I spent 23 years as a U.S. Navy SEAL, and I was a commander in SEAL Team Six. 
But what I'm most proud of is when my daughter was growing up, I told her two things: Don't join the Navy and don't marry a Navy SEAL. She ignored me; she did both. 
I'm so incredibly proud. I love you, Jennifer. 
So, did you ever hear of a place called Gitmo? Let's just say that I'm personally acquainted with many of those individuals experiencing those accommodations. And let me tell you, they need to stay there forever. 
Ever hear of Chris Kyle, Rob O'Neill, Glenn Doherty, Marcus Luttrell, and Ty Woods? I've had the privilege of working with these fine teammates and Americans. And I've mentored many more whose names you will never know. 
As a SEAL, there's three factors that accomplish success. 
The first is teamwork. You need to know without a doubt the guy behind you literally has your back. 
Secondly, is training. We ought it to every troop in harm's way to make sure they have the right equipment, the right training, and the rules of engagement to win decisively in the field of battle. They deserve no less. 
And lastly, every SEAL, soldier, airman, and Marine knowns “Never Quit''. 
Without teamwork, training, and never quitting, successful missions, like the one that killed Osama Bin Laden, aren't possible. And, when we don't do things right in dangerous situations, bad things happen. 
In January, Army Green Beret Matthew McClintock lost his life in Afghanistan, when his unit came under heavy Taliban fire. Commanders on the ground requested air support but they received nothing. 
This tragedy represents the weakness we have come to expect from armchair quarterbacks like Barack Obama and Hillary Clinton. 
Sen. Ernst ably described the leadership failures. Barack Obama and Hillary Clinton both are responsible for these failures. 
For President Obama and Hillary Clinton, being popular is more important than being Commander in Chief. 
President Obama and Hillary Clinton abandoned Iraq. 
President Obama and Hillary Clinton drew a red line in Syria and then refused to uphold it. 
President Obama and Hillary Clinton watched passively as China and Russia filled the international leadership vacuum that they created. 
President Obama reached a dangerous nuclear arms agreement with Iran – a country whose people and leaders tweet ''Death to America''. And Hillary Clinton remained largely silent. 
Our world knows this president is weak, and his anointed successor, the architect of Benghazi, is no better. 
Together, Barack Obama and Hillary Clinton brought us ISIS and brought down Benghazi. 
I shudder to think how many times our flag will fly at half-mast if Hillary Clinton is in the Oval Office. 
You know, I&#8217;ve been to a lot of funerals and too many funerals. Casualties are unfortunately inevitable in war. 
But the lives of Sergeant McClintock and four Americans in Benghazi could have been saved with leadership in the White House. 
Donald J. Trump is not afraid to talk about radical Islamic terrorism. 
And I can guarantee you, if we go to war, we are going to go to war to win. 
We need a commander in chief who will support our troops rather than abandon them in Benghazi. 
We need a commander in chief that will put our veterans in front of the line rather than letting them die while waiting for health care. 
And we need a commander in chief that will stand with Israel rather than fund Iranian rockets that attack Israel. 
America, it is time to rally. It is time to rally the troops. It is time to rally around our candidate. It is time to rally around Donald Trump, who will make America safe again. 
Thank you. God bless America. Goodnight, and God bless all our troops &#8211; men and women who defend her. 
Montana, I love you. 
",1,0,,

Dana White,"Good evening.

I'm Dana White, president of the UFC, the Ultimate Fighting Championship. You might be wondering why I'm here.

I'm not a politician. I'm a fight promoter.

To be honest, I was surprised to be invited, but I was honored, and I wanted to show up to tell you about my friend, the Donald Trump that I know.

In 2001, when my partners and I bought the UFC, it was considered a blood sport.

State athletic commissions didn't support us.  Arenas around the world refused to host our events. Nobody took us seriously.

Nobody -- except Donald Trump.

Donald was the first guy that recognized the potential that we saw in the UFC... and encouraged us to build our business.

He hosted our first two events at his venue. He dealt with us personally.

He got in the trenches with us and made a deal that worked for everyone. And he showed up to the fights and sat in the front row. Yeah, he's that guy. He shows up.

Donald championed the UFC before it was popular, before it grew into the successful business that it is now. I will always be grateful to him for standing with us in those early days.

So tonight, I'm standing with Donald Trump.

Let me tell you three things I respect about this man.

First, Donald has great business instincts. He supports businesses of all sizes.

He'll make it possible for them to grow and succeed, which is the backbone of a strong economy.

Second, Donald is a hard worker.

He will roll up his sleeves, he will work with people, and put in the time to get things done.

And third, for over 15 years, Donald Trump has been a loyal and supportive friend.

I know that if I need him, he'll be there for me, just like he was when we first met. Sometimes he'll call just to say, ''Hey Dana, I'll be watching the fights this weekend. Good luck,'' and he's always reached out when something good happens in my career.

In 2011, we signed a huge network TV deal with FOX, and there was a big write-up about it in the New York Times.

Donald sent me the article and wrote on the front of it, ''Congratulations Dana, I always knew you would do it.''

And just for the record, Donald and I are not business partners. His interest in me and my business is personal.

You can really tell a person's true character when they are happy for someone else's success.

And I think that sense of loyalty and commitment will translate into how he will run this country.  And let's honest, we need someone who believes in this country.

We need someone who is proud of this country, who will fight for this country.

Let me tell you something: I have been in the fight business my whole life. I know fighters.

Ladies and Gentlemen, Donald Trump is a fighter. And I know Donald Trump will fight for this country. Thank you.",2,,,

Asa Hutchinson,"Ladies and gentleman, I hail from the great state of Arkansas. 
We know from personal experience that we don't need Hillary Clinton in the White House. 
I have been in the public arena during the administration of six presidents, from federal prosecutor under President Reagan, to Congress, the DEA, and then Homeland Security after 9/11. 
I've seen America at its best, and I have seen America put to the test. 
There has never been a more urgent time for leadership. 
America's strength and boldness are desperately needed on the world stage, and a new energy is demanded at home to build our economy and to defeat terrorism.
Strength, boldness, and new energy are not words that describe Hillary Clinton. 
This is the same Hillary we knew in Arkansas and later in Washington for so many years. Hillary always wanted more government and her dreams have only gotten bigger. 
Regretfully, she offers more of the same. The same uncertain leadership in fighting terrorism. The same failed top-down approach to health care, where Washington tells the states what to do. The same nanny-state regulations that strangle the economic strength of America. 
If you liked the last eight years, then Hillary will give you double for your trouble. 
But good things are happening in the states. 
In Arkansas, we are creating jobs in leading in computer science education. Unemployment is the lowest in the recorded history of Arkansas. And we have $177 million dollars surplus. 
We can do better though for our country at that national level. 
We need a president that values the role of the states, will destroy ISIS, and jumpstart our economy. 
Ladies and gentleman, experience matters. 
On the campaign trail, Hillary Clinton emphasized her experience. Yes, experience matters but judgment matters more. 
Despite her experience, Hillary Clinton's poor decisions have produced bad results. 
Just think about it. Hillary Clinton's radical attempts at so-called reform of the nation's health care system would have been more destructive than even Obamacare has been. 
Hillary Clinton's bad judgment, as you heard last night, left us four dead Americans in Benghazi. It resulted instability in Egypt, Syria and Libya, the rise of ISIS, the resurgence of Russia, and emboldened North Korea, inappropriate ties between foreign governments and the Clinton Foundation, and a more dangerous world.
When it comes to being commander-in-chief, we don't want a president who, in the words of the FBI, is extremely careless in the handling of classified material. 
Donald Trump represents a different kind of leadership. He is exactly the kind of transparent, straight-talking, leader America needs right now. 
A Hillary Clinton presidency will endanger our national security. It will be the wrong direction for our economy and it will undermine the innovation coming from the states.
A Trump presidency will be about the art of the possible. Donald Trump is the right leader for our time. Mike Pence is the right leader for our time. 
Thank you. God bless America.",2,,,

Ron Johnson,"Ladies and gentlemen, ''What difference at this point does it make?'' I am the guy that got under her skin and provoked that infamous response from Hillary Clinton by asking a pretty simple question. ''Why didn't you just pick up the phone and call the survivors?'' 
But instead of doing that, she hatched her cover-up story and repeatedly lied to the American people. 
She even lied to the surviving family members of America's fallen heroes. Think about that for a minute. 
She looked those family members right in the eye and then she lied. 
And of course, Hillary's cold, calculated lie continues. 
If we can't trust her to tell us the truth, how can we possibly trust her to lead America? 
So let me tell you and Hillary Clinton, what difference it does make when America's leaders cannot be trusted and when our commander in chief fails miserably by employing a strategy of peace through withdrawal instead of achieving peace through strength. 
It made a difference to the young Yazidi woman who I met who was captured and brutalized by ISIS barbarians. The joy of life hauntingly absent in her eyes. 
It made a difference to the travelers passing through airports in Brussels, in Istanbul who just wanted to get home to their family and friends. 
It made a difference to the ordinary Americans sharing holiday cheer at a Christmas party in San Bernardino. 
It made a difference to the young men and women dancing on a summer night at a club in Orlando. 
And it made a difference to the families watching fireworks at a celebration of freedom in Nice. 
These are just a few of the examples of Islamic terrorists. Let me repeat that. Radical Islamic terrorists. Slaughtering and brutalizing their innocent victims. 
So the question is: When will America actually confront this terrible reality? 
We certainly won't if Democrats win in November. 
In Wisconsin, I'm running against Russ Feingold -- a man who even after 9/11 was the only Senator to vote against giving law enforcement the tools they need to help stop international terror. 
During his 18 year Senate career, he also voted against authorizing our military 11 separate times. 
Now he's asking Wisconsinites to give him a fourth term. Just as Hillary Clinton is asking America to give her Obama's third term. 
The world is simply too dangerous to elect either of them. 
Instead, America needs strong leadership. Leaders who will jumpstart our economy. Secure our borders. Strengthen our military. And accomplish the goal that President Obama set out over 22 months ago -- we must defeat ISIS and then remain fully committed to destroying Islamic terrorists wherever they hide. 
It doesn't have to be like this. We shouldn't have to live in fear. 
But if we want to change that reality, we must understand exactly what is at stake. This is a fight for freedom. This is not somebody else's fight. This is our fight and it is a fight that we absolutely must win. 
Donald Trump and Mike Pence understand that these must be America's top priorities. 
They'll be strong leaders working with Republicans in the House and the Senate to achieve a goal that can unite us all -- a safe, a prosperous and secure America. 
Our future hangs in the balance. 
We must unify, work tirelessly, and together save this great nation. 
So God bless your efforts and God bless America. Thank you.",2,,,

Chris Cox,"I want to talk to you tonight about a very personal freedom: your right to protect your life.

Because as much as we don't like to think about it, we live in dangerous times.

We're worried, and we have reason to be.

Because we know government has failed to keep us safe.

You have to be able to protect yourself and your family. And that's what the Second Amendment is all about.

Imagine a young mother at home with her baby, when a violent predator kicks in the door. dq He's a three-time loser who never should have been  released from prison early. But he was, because some politician wanted to show their ""compassion.""  So what's she going to do?

She'll dial 911...and pray. The police will do their absolute best to get there quickly.  But their average response time is 11 minutes.

Should she be able to defend herself with a firearm in her own home? My fellow Americans, that question is on the ballot in  November.

Here's why.

Eight years ago, the Supreme Court ruled that we have a fundamental, individual right to protect ourselves and our families with a firearm in our own homes.

They should've ruled it nine-to-nothing, but the Second Amendment survived by just one vote. After Justice Scalia's death, that vote is gone.

Here's where Hillary Clinton stands.

She said, quote, ''the Supreme Court is wrong on the Second Amendment.''

Think about that. All the Supreme Court said was you have the right to protect your life in your own home. Hillary says they got it wrong. It's that simple... a Hillary Clinton Supreme Court means your right to own a firearm is gone.

Make no mistake: this election isn't about the next four years. It's about the next forty years, so voting for Hillary Clinton, or not voting, is simply not an option.

What's so outrageous is that for the rest of her life, Hillary Clinton will never even think about dialing 9-1-1.

For thirty years, she hasn't taken a walk, a nap or a bathroom break without a good guy with a gun there to protect her.

So it's easy for her to dismiss a right she will never have to use.  But for the rest of us, the choice to own a firearm is ours to make.

And in America, there cannot be one set of rules for the Clintons, and  another set for us.

But here's Hillary's problem.

American women are the fastest-growing group of gun owners. Millions own firearms.  And millions more are thinking about it.  It's not Hillary Clinton who says women should have that choice. It's Donald Trump.

Donald Trump is a life member of the NRA, and so are his sons, Don and Eric, because we're the largest and oldest civil rights organization in  America.

We fight for the rights of all Americans, regardless of race, religion or sexual orientation, because the right to protect your life is the most precious right  you have.

If you agree, you have to vote for Donald Trump.

If you believe women have the right to choose to own a firearm for themselves, you HAVE to vote for Donald Trump.

Friends, the 5 million men and women of the NRA will fight without apology for your right to protect your life.

But we are on the cusp of losing this great American freedom, and with it, this great nation.

The only way we save it, the only way we save it is by electing Donald Trump the next President of the United States.",2,,,

Mitch McConnell,"Ladies and gentlemen, I've been around a while.

And I've been around the Clintons more than anybody should ever have to. A couple years ago, Bill and Hillary camped out in my state telling anybody who'd listen why they ought to vote against me. Tonight I'm here to return the favor.

I am a patient man. As a young child in the South, I was struck with polio and forced to stay off my feet for two years.

That experience taught me an abiding gratitude for my parents. And it taught me how to wait, which comes in handy when you're leading the U.S. Senate.

More than anything, though, my job has taught me the value of trust . how to distinguish between people who are in this to serve others and people who are in it for themselves.

I am here to tell you Hillary Clinton will say anything, do anything, and be anything to get elected president.

And we cannot allow it.

The American People are tired of hearing about the bounty of government while the cost of caring for a family or meeting daily expenses grows out of  reach.

Over the past few years, they've seen government officials abuse their office and get rewarded for it. They've seen the middle class shrink.

And in the midst of all this they have raised a simple complaint. Who is looking out for us?

It is not Hillary.

I've had my differences with Barack Obama, but l will give him this. At least he was up front about his plans to move America to the  left.

Not Hillary.

She lied about her emails. She lied about her server. She lied about Benghazi. She lied about sniper fire.

She even lied about why her parents named her Hillary. So I ask a simple question.

At a moment when so many feel betrayed by their government. Why in the world would Democrats put forward such a candidate?

Hillary has changed her positions so many times it's impossible to tell where conviction ends and ambition begins.

In 2010, she said Iran could enrich uranium. In 2014 she said she's always argued against it.

Once a backer of the Keystone pipeline, last year she opposed it. She used to be against sanctuary cities.

Then she claimed to be for them.  Who knows where she is now.

Friends, not since Baghdad Bob has there been a public figure with such a tortured relationship with the truth.

There is a clear choice before us. And it is not Hillary.

You know what the next four years will look like with Hillary.

And you know that if Hillary is president, we will continue to slide, distracted by the scandals that follow the Clintons like flies.

Two years ago, voters delivered a clear verdict on the Obama years by sending a freshmen class of rock star Republicans to the Senate and delivering us a majority that I promised to make you proud of.

We'd never hesitate to confront this President.

But we'd also do the hard work of tackling urgent problems head on. We have delivered on that promise.

We put an Obamacare repeal bill on the President's desk. He vetoed  it.

Trump would sign it.

We passed a bill to finally build the Keystone Pipeline. He vetoed it.

Trump would sign it.

We passed a bill to defund Planned Parenthood. Obama vetoed it. Trump would sign it.

And on that sad day when we lost the great Antonin Scalia, I made another pledge that Barack Obama would not fill this seat. That honor will go to Donald Trump.

With Donald Trump in the White House, Senate Republicans will build on the work we've done and pass more bills into law than any Senate in years.

We passed the first major education reform in more than a decade, and ended common core.

We made the first significant reforms to Social Security in three decades. We passed a crucial cybersecurity bill.

We imposed sanctions on North Korea.

We passed the first major highway bill in more than a decade.

We passed a bill to combat the scourge of human trafficking.

And just last week we passed, and the president signed, the first major law aimed at confronting the heartbreaking explosion of opioid and heroin abuse.

Keep the Senate in Republican hands and we will continue this work.

And the remarkable public servants that I am proud to lead in the Senate will not let you down.

But put Hillary Clinton in the White House and I promise you this.

She will double down on the cynical approach that Senate Democrats seem to revel in these days.

Here's what I mean.

As we sit here tonight, a terrifying mosquito-borne illness threatens expectant mothers and their babies along the Southern Coast.

And just last week, Clinton Democrats in the Senate blocked a bill aimed at eradicating that virus before it spread.

They blocked a defense funding bill. A bill that would support the brave men and women who are right now defending us overseas.

What do these people think public service is about?  I don't know.

But I know this. If Hillary Clinton is our president, nothing will change. So tonight, I ask you to let us continue our work.

Let's put justices on the Supreme Court who cherish our Constitution. Let's keep the Senate!

And let's elect a President and Vice President who really believe America is exceptional.",2,,,

Paul Ryan,"Thank you all very much.

Delegates, friends, and fellow citizens: I appreciate the privilege of addressing this forty-first convention of the Party of Lincoln.

As part of my co-chairman duties, let me thank all the people of this beautiful city for looking after us this week. And above all I want to thank the men and women here from law enforcement for your service.

You know, standing up here again, it all has a familiar feel. Students of trivia will recall that last time around I was your nominee for vice president. It was a great honor, even if things didn't work out quite according to plan.

But hey, I'm a positive guy. I've found other things to keep me busy. And I like to look at it this way. Next time there's a State of the Union address, I don't know where Joe Biden and Barack Obama will be. But you'll find me right there on the rostrum with Vice President Mike Pence and President Donald Trump.

Democracy is a series of choices. We Republicans have made ours.

Have we had our arguments this year? Sure we have – and you know what I call those? Signs of life. Signs of a party that's not just going through the motions. Not just mouthing new words for the same old stuff.

Meanwhile, what choice has the other party made, in this incredible year filled with so many surprises?

Here we are, at a time when men and women in both parties so clearly, so undeniably, want a big change in direction for America, a clean break from a failed system. And what does the Democratic Party establishment offer? What is their idea of a clean break?

They are offering a third Obama term, brought to you by another Clinton. And we're supposed to be excited about that?

For a country so ready for change, it feels like we had been cleared for takeoff, and then somebody announced we're all going back to the gate.

It's like we've been on hold forever, waiting and waiting to finally talk to a real person, and somehow we've been sent back to the main menu.

Watch the Democratic Party convention next week – that four-day infomercial of politically correct moralizing. And let it be a reminder of all that is at stake in this election. You can get through four days of it, with a little help from the mute button. But four more years of it?

Not, a, chance. The Obama years are almost over. The Clinton years are way over.

Two-thousand sixteen is the year America moves on.

From now to November, we will hear how many different ways progressive elitists can find to talk down to the rest of America , to tell voters that the Obama years have been good for you , that you should be grateful, and now, well, it's Hillary's turn.

But the problem is very simple. There is a reason people in our country are disappointed and restless.

If opportunity seems like it's been slipping away, that's because it has. And liberal progressive ideas have done exactly nothing to help. Wages never seem to go up.

The whole economy feels stuck. And for millions of Americans, middle-class security is now just a memory.

Progressives like our president talk forever about poverty in America. And if high-sounding talk did any good, we'd have overcome these deep problems long ago.

This explains why, under the most liberal president we've had so far, poverty in America is worse – especially for our fellow citizens who were promised better and need it most.

The result is a record of discarded promises , empty gestures , phony strawman arguments , reforms put off forever , shady power plays, like the one that gave us Obamacare , constitutional limits brushed off as nothing , and, all the while, dangers in the world downplayed, even as the threats grow bolder and come closer.

It's the latest chapter of an old story: progressives deliver everything except progress.

Yet we know better than to think that Republicans can win only on the failures of Democrats. It still comes down to the contest of ideas. Which is really good news, ladies and gentlemen, because when it's about ideas, the advantage goes to us.

Against the dreary backdrop of arrogant bureaucracies, pointless mandates, reckless borrowing, willful retreat in the world, and all that progressives still have in store for us, the Republican Party stands as the great, enduring alternative.

We believe in making government, as Ronald Reagan said, not the distributor of gifts and privilege, but once again the protector of our liberties.

Let the other party go on making its case for more government control over every aspect of our lives – more taxes to pay, more debt to carry, more rules to follow, more judges who just make it up as they go along.

We, in this party, are committed to a federal government that acts again as a servant accountable to the people, following the Constitution, and venturing not one inch beyond the consent of the governed.

We, in this party, offer a better way for our country, based on fundamentals that go back to the Founding generation. We believe in a free society where aspiration and effort can make the difference in every life, where your starting point is not your destiny, and where your first chance is not your only chance.

We offer a better way for America, with ideas that actually work. A reformed tax code that rewards free enterprise, instead of just enterprising lobbyists.

